CUST_ID,segment,segment_name,BALANCE,CREDIT_LIMIT,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PAYMENTS,MINIMUM_PAYMENTS,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,PRC_FULL_PAYMENT,BALANCE_TO_LIMIT_RATIO
C15438,0,High-Utilization Revolvers,1903.274531,4000.0,0.0,1813.4,3795.101004,1959.916433,1187.591705,14,0.0,0.416667,0.083333,0.0,0.47581863275
C15439,1,Low-Balance Occasional Users,1102.63215,8500.0,1080.18,329.13,0.0,874.024544,274.582036,13,0.25,0.583333,0.0,0.0,0.1297214294117647
C15440,2,Full-Payment Transactors,21.881383,1500.0,0.0,123.48,0.0,87.868362,88.187856,6,0.0,0.833333,0.0,0.5,0.014587588666666667
C15441,1,Low-Balance Occasional Users,2.585715,2000.0,70.0,0.0,0.0,396.435632,85.073591,1,0.083333,0.0,0.0,0.0,0.0012928575
C15442,0,High-Utilization Revolvers,1182.28075,1200.0,0.0,0.0,19.326352,254.727472,491.098362,0,0.0,0.0,0.090909,0.0,0.9852339583333333
C15443,2,Full-Payment Transactors,66.842287,6500.0,723.02,185.32,0.0,788.60284,177.213829,14,1.0,0.083333,0.0,0.5,0.010283428769230768
C15444,4,Cash Advance Revolvers,4476.634442,6000.0,0.0,0.0,6118.973106,3395.637883,1532.092391,0,0.0,0.0,0.416667,0.0,0.7461057403333332
C15445,4,Cash Advance Revolvers,6069.720873,12000.0,0.0,0.0,3189.058341,3357.944033,1437.438437,0,0.0,0.0,0.166667,0.0,0.50581007275
C15446,0,High-Utilization Revolvers,536.027158,1200.0,0.0,0.0,1057.951828,1326.002237,286.69926,0,0.0,0.0,0.166667,0.0,0.4466892983333333
C15448,0,High-Utilization Revolvers,5044.179003,4500.0,0.0,966.6,774.254505,3332.360525,31871.36379,48,0.0,1.0,0.083333,0.0,1.0
C15449,1,Low-Balance Occasional Users,97.16839,2150.0,0.0,1639.92,0.0,1620.285733,1555.793076,12,0.0,1.0,0.0,0.083333,0.0451946
C15450,0,High-Utilization Revolvers,1339.008889,2500.0,0.0,0.0,1982.368623,1331.706743,232.422715,0,0.0,0.0,0.125,0.0,0.5356035556
C15451,0,High-Utilization Revolvers,2786.743524,3000.0,86.63,145.0,0.0,711.838166,750.333981,6,0.166667,0.25,0.0,0.0,0.928914508
C15452,2,Full-Payment Transactors,28.413136,4000.0,0.0,215.94,0.0,331.529307,146.818553,12,0.0,0.5,0.0,0.777778,0.0071032840000000005
C15453,2,Full-Payment Transactors,37.261373,7000.0,51.05,447.6,0.0,487.168856,164.505587,29,0.083333,1.0,0.0,0.666667,0.005323053285714286
C15454,1,Low-Balance Occasional Users,11.116861,5500.0,0.0,168.0,0.0,154.705191,157.784568,12,0.0,1.0,0.0,0.083333,0.0020212474545454545
C15455,2,Full-Payment Transactors,6.420394,2500.0,0.0,136.72,0.0,361.012758,169.705471,4,0.0,0.333333,0.0,0.8,0.0025681576
C15456,2,Full-Payment Transactors,135.856693,1200.0,198.0,645.95,0.0,862.494363,113.077567,25,0.25,0.625,0.0,1.0,0.11321391083333333
C15457,1,Low-Balance Occasional Users,13.792103,4500.0,600.0,0.0,0.0,607.677726,92.393376,1,0.083333,0.0,0.0,0.0,0.0030649117777777775
C15459,0,High-Utilization Revolvers,2116.845833,2500.0,0.0,898.34,256.376109,1786.497369,508.470423,11,0.0,0.916667,0.166667,0.0,0.8467383331999999
C15460,2,Full-Payment Transactors,135.794123,6000.0,0.0,880.28,0.0,1550.332412,178.096603,22,0.0,0.833333,0.0,0.727273,0.022632353833333337
C15461,2,Full-Payment Transactors,243.182403,5500.0,398.67,2288.81,0.0,2349.060843,176.161796,67,0.333333,1.0,0.0,1.0,0.044214982363636364
C15462,4,Cash Advance Revolvers,7468.01201,8700.0,796.07,773.34,4500.288676,2162.94335,4628.802111,10,0.454545,0.363636,0.272727,0.0,0.8583921850574713
C15463,4,Cash Advance Revolvers,7395.88757,8500.0,0.0,0.0,4507.523293,2902.821241,2869.727066,0,0.0,0.0,1.0,0.0,0.87010442
C15464,1,Low-Balance Occasional Users,364.219107,2500.0,142.52,0.0,654.345476,621.956899,191.258003,2,0.083333,0.0,0.25,0.0,0.14568764280000002
C15465,1,Low-Balance Occasional Users,53.173349,1200.0,60.0,0.0,277.129953,2202.149777,274.519006,1,0.083333,0.0,0.083333,0.0,0.04431112416666667
C15466,0,High-Utilization Revolvers,1173.949821,1200.0,785.69,0.0,0.0,473.659122,619.376955,8,0.416667,0.0,0.0,0.0,0.9782915175
C15467,1,Low-Balance Occasional Users,1543.205532,6000.0,927.57,100.0,0.0,319.878647,443.406361,13,0.333333,0.083333,0.0,0.0,0.257200922
C15469,1,Low-Balance Occasional Users,467.345479,2500.0,0.0,46.74,0.0,122.054178,206.106505,2,0.0,0.166667,0.0,0.0,0.1869381916
C15470,1,Low-Balance Occasional Users,303.054817,4000.0,609.4,285.0,0.0,183.620398,128.25155,12,0.363636,0.454545,0.0,0.0,0.07576370425000001
C15471,4,Cash Advance Revolvers,5481.738308,9000.0,0.0,0.0,8896.92309,13652.75432,1343.985397,0,0.0,0.0,1.0,0.0,0.6090820342222222
C15472,0,High-Utilization Revolvers,1952.189994,2500.0,99.59,198.0,55.219714,634.780319,658.460719,7,0.083333,0.416667,0.166667,0.0,0.7808759976
C15473,1,Low-Balance Occasional Users,0.0,5000.0,0.0,54.85,0.0,75.750562,312.343947,5,0.0,0.333333,0.0,0.0,0.0
C15474,2,Full-Payment Transactors,19.962737,3000.0,0.0,287.4,0.0,276.339695,167.93554,12,0.0,1.0,0.0,0.833333,0.006654245666666667
C15475,0,High-Utilization Revolvers,1773.484195,3000.0,0.0,0.0,1578.889669,442.578729,616.532252,0,0.0,0.0,0.25,0.0,0.5911613983333334
C15476,0,High-Utilization Revolvers,1734.688041,1800.0,0.0,0.0,158.851964,363.842433,612.656741,0,0.0,0.0,0.166667,0.0,0.9637155783333334
C15477,0,High-Utilization Revolvers,927.294609,1000.0,151.42,213.32,0.0,442.174198,711.024081,16,0.166667,0.583333,0.0,0.0,0.927294609
C15478,0,High-Utilization Revolvers,1248.193121,1750.0,0.0,40.13,0.0,293.330975,343.940892,1,0.0,0.083333,0.0,0.0,0.713253212
C15479,2,Full-Payment Transactors,467.287934,3000.0,78.0,4249.92,0.0,4214.565847,182.841487,13,0.083333,1.0,0.0,0.75,0.15576264466666667
C15480,0,High-Utilization Revolvers,1450.959629,4000.0,0.0,0.0,3419.81768,446.092673,747.172775,0,0.0,0.0,0.222222,0.0,0.36273990725
C15481,2,Full-Payment Transactors,34.195309,1000.0,0.0,211.56,0.0,188.66041,153.221194,12,0.0,1.0,0.0,0.5,0.034195309
C15482,0,High-Utilization Revolvers,3028.512053,3000.0,0.0,0.0,353.51025,820.085077,1187.871281,0,0.0,0.0,0.583333,0.0,1.0
C15483,1,Low-Balance Occasional Users,886.65747,1800.0,1440.48,0.0,0.0,309.644014,291.857209,13,1.0,0.0,0.0,0.0,0.49258748333333335
C15484,1,Low-Balance Occasional Users,692.529504,6400.0,404.0,0.0,0.0,787.236366,201.135008,2,0.166667,0.0,0.0,0.0,0.108207735
C15485,0,High-Utilization Revolvers,952.952011,1800.0,39.58,0.0,663.05871,1665.457998,204.226245,1,0.083333,0.0,0.083333,0.0,0.5294177838888888
C15486,3,Active Purchasers,2056.866139,7000.0,3373.7,0.0,0.0,2647.183713,490.378067,31,0.833333,0.0,0.0,0.0,0.29383801985714286
C15487,1,Low-Balance Occasional Users,566.928754,1500.0,903.0,0.0,0.0,751.551966,193.903676,1,0.090909,0.0,0.0,0.0,0.3779525026666667
C15488,0,High-Utilization Revolvers,1395.907515,1600.0,962.12,0.0,0.0,1081.988109,645.551427,20,0.583333,0.0,0.0,0.0,0.872442196875
C15489,1,Low-Balance Occasional Users,18.606861,3000.0,0.0,302.5,0.0,705.81092,112.041868,17,0.0,0.666667,0.0,0.333333,0.006202287
C15490,3,Active Purchasers,8419.737786,12300.0,1475.56,1574.92,2127.489462,3298.741768,4239.303788,67,1.0,1.0,0.25,0.0,0.6845315273170731
C15491,1,Low-Balance Occasional Users,5.168354,5000.0,29.0,40.0,0.0,167.350713,41.839613,3,0.083333,0.083333,0.0,0.181818,0.0010336708
C15492,3,Active Purchasers,7030.446043,14000.0,1053.08,2694.04,266.710051,1968.080891,1635.841661,70,0.25,1.0,0.083333,0.0,0.5021747173571428
C15493,4,Cash Advance Revolvers,7091.028361,8500.0,0.0,0.0,2137.809373,1835.361842,2701.584337,0,0.0,0.0,0.25,0.0,0.8342386307058823
C15494,1,Low-Balance Occasional Users,1478.552756,4500.0,311.1,168.0,901.677781,4774.597215,478.802097,11,0.416667,0.5,0.083333,0.0,0.3285672791111111
C15495,1,Low-Balance Occasional Users,985.457755,2500.0,103.0,569.31,0.0,1656.974517,542.14663,17,0.166667,1.0,0.0,0.0,0.394183102
C15496,3,Active Purchasers,767.708957,4000.0,661.45,1069.15,0.0,341.459733,126.503057,45,0.571429,0.857143,0.0,0.0,0.19192723925000002
C15497,4,Cash Advance Revolvers,8670.048011,12500.0,0.0,0.0,7738.744823,10496.24166,2094.307389,0,0.0,0.0,0.666667,0.0,0.69360384088
C15498,1,Low-Balance Occasional Users,26.767358,1200.0,90.0,100.0,0.0,270.6586,136.109592,7,0.1,0.3,0.0,0.0,0.02230613166666667
C15499,3,Active Purchasers,878.010252,20000.0,3705.15,380.08,0.0,4036.028203,109.759102,43,0.833333,0.666667,0.0,1.0,0.043900512600000004
C15500,1,Low-Balance Occasional Users,2409.236843,8000.0,772.6,217.55,0.0,707.712681,606.899998,26,0.416667,0.416667,0.0,0.0,0.301154605375
C15501,4,Cash Advance Revolvers,2891.678357,10000.0,0.0,0.0,7981.152983,1379.83404,1840.913723,0,0.0,0.0,0.083333,0.0,0.2891678357
C15502,1,Low-Balance Occasional Users,21.409828,1500.0,0.0,149.71,0.0,141.974905,150.500248,11,0.0,0.916667,0.0,0.166667,0.014273218666666667
C15503,0,High-Utilization Revolvers,1268.584315,1200.0,255.32,1580.61,674.180105,3021.605454,3148.909502,30,0.25,1.0,0.083333,0.083333,1.0
C15504,0,High-Utilization Revolvers,3509.710886,6000.0,0.0,0.0,3448.87085,811.884107,833.953708,0,0.0,0.0,0.090909,0.0,0.5849518143333333
C15505,1,Low-Balance Occasional Users,2.566385,1300.0,0.0,0.0,294.434643,379.556939,54.371074,0,0.0,0.0,0.083333,0.0,0.0019741423076923077
C15506,1,Low-Balance Occasional Users,879.987974,1700.0,1507.56,10.0,0.0,1812.402979,314.375296,15,0.583333,0.083333,0.0,0.166667,0.5176399847058824
C15507,1,Low-Balance Occasional Users,868.331112,3000.0,864.28,302.87,748.152104,704.323375,240.060933,26,0.25,1.0,0.25,0.083333,0.28944370399999997
C15508,0,High-Utilization Revolvers,3093.592745,4100.0,82.41,0.0,1438.951061,4591.237633,723.343619,1,0.083333,0.0,0.583333,0.0,0.7545348158536586
C15509,0,High-Utilization Revolvers,1879.694262,2000.0,694.73,137.94,0.0,873.931715,1452.265916,22,0.25,0.333333,0.0,0.0,0.939847131
C15510,3,Active Purchasers,6372.182817,7500.0,22101.78,0.0,19513.47483,39461.9658,6764.853481,40,0.333333,0.0,0.666667,0.25,0.8496243756
C15511,0,High-Utilization Revolvers,1235.224095,1500.0,10.0,627.28,0.0,742.382146,703.203441,13,0.083333,0.916667,0.0,0.0,0.82348273
C15512,4,Cash Advance Revolvers,4800.168978,9000.0,0.0,0.0,4491.730795,1134.482984,1092.950836,0,0.0,0.0,0.272727,0.0,0.5333521086666666
C15513,0,High-Utilization Revolvers,704.910363,1200.0,225.5,275.0,851.158327,1713.299924,425.812312,18,0.166667,1.0,0.333333,0.0,0.5874253024999999
C15514,0,High-Utilization Revolvers,1340.551352,1500.0,331.96,96.0,618.344755,326.956073,472.486843,12,0.333333,0.416667,0.166667,0.0,0.8937009013333334
C15515,4,Cash Advance Revolvers,923.977036,2500.0,0.0,0.0,6616.555691,5155.088326,320.494371,0,0.0,0.0,0.416667,0.2,0.3695908144
C15516,1,Low-Balance Occasional Users,182.171771,1000.0,45.65,225.0,0.0,216.489485,190.287126,10,0.083333,0.75,0.0,0.0,0.182171771
C15517,2,Full-Payment Transactors,22.689289,4500.0,160.6,200.0,0.0,415.618854,144.896661,9,0.166667,0.416667,0.0,0.857143,0.005042064222222222
C15519,0,High-Utilization Revolvers,1184.971992,3000.0,0.0,0.0,4743.715012,2355.267462,268.140818,0,0.0,0.0,0.5,0.0,0.394990664
C15520,1,Low-Balance Occasional Users,4375.764064,10000.0,0.0,1016.41,252.583938,1133.806322,1165.41843,12,0.0,0.833333,0.083333,0.0,0.4375764064
C15521,1,Low-Balance Occasional Users,444.519756,3000.0,0.0,302.4,1955.504366,2579.035502,209.238839,6,0.0,0.25,0.166667,0.166667,0.14817325199999998
C15522,0,High-Utilization Revolvers,1383.72609,1500.0,0.0,0.0,148.185304,298.943957,508.050053,0,0.0,0.0,0.166667,0.0,0.92248406
C15523,4,Cash Advance Revolvers,4738.804194,7000.0,0.0,0.0,3814.313134,1374.849589,1159.813479,0,0.0,0.0,0.833333,0.0,0.6769720277142858
C15524,0,High-Utilization Revolvers,389.835298,3000.0,0.0,0.0,2101.740346,2236.589562,100.212983,0,0.0,0.0,0.5,0.0,0.12994509933333334
C15525,1,Low-Balance Occasional Users,455.452678,1500.0,1301.25,0.0,0.0,472.453467,170.192614,9,0.5,0.0,0.0,0.0,0.30363511866666665
C15526,1,Low-Balance Occasional Users,658.6552,6000.0,629.99,0.0,0.0,353.862252,247.500183,1,0.083333,0.0,0.0,0.0,0.10977586666666667
C15527,4,Cash Advance Revolvers,5058.555256,7000.0,0.0,0.0,2915.339463,1689.268612,1198.874608,0,0.0,0.0,0.666667,0.0,0.7226507508571428
C15528,2,Full-Payment Transactors,42.51225,2000.0,75.2,447.95,0.0,925.820102,164.103619,7,0.083333,0.25,0.0,1.0,0.021256125
C15529,1,Low-Balance Occasional Users,21.187313,6000.0,0.0,319.41,0.0,135.546054,29.013477,6,0.0,0.166667,0.0,0.083333,0.0035312188333333334
C15530,2,Full-Payment Transactors,570.552082,5000.0,1258.99,1920.7,0.0,3067.833591,248.870731,28,0.25,0.833333,0.0,0.416667,0.11411041640000001
C15531,2,Full-Payment Transactors,3.319222,1900.0,0.0,47.05,0.0,511.105425,118.437426,1,0.0,0.083333,0.0,1.0,0.001746958947368421
C15532,0,High-Utilization Revolvers,2899.781468,3000.0,193.94,29.68,507.263645,1059.352415,683.372766,6,0.25,0.166667,0.083333,0.0,0.9665938226666667
C15533,0,High-Utilization Revolvers,1278.829156,4000.0,0.0,0.0,2425.727213,445.436177,418.536968,0,0.0,0.0,0.166667,0.0,0.319707289
C15534,1,Low-Balance Occasional Users,1368.906278,6000.0,0.0,0.0,5809.802917,322.580506,419.059837,0,0.0,0.0,0.166667,0.0,0.22815104633333333
C15535,0,High-Utilization Revolvers,1859.165344,3500.0,0.0,0.0,1543.160715,310.775643,659.586136,0,0.0,0.0,0.083333,0.0,0.5311900982857143
C15536,0,High-Utilization Revolvers,1413.865738,1800.0,313.03,0.0,1405.693267,1467.766461,405.632903,4,0.25,0.0,0.166667,0.0,0.7854809655555556
C15537,1,Low-Balance Occasional Users,205.409896,1500.0,0.0,0.0,1903.840296,779.245735,60.582149,0,0.0,0.0,0.25,0.125,0.13693993066666668
C15538,4,Cash Advance Revolvers,2527.531968,3000.0,720.16,0.0,4783.105548,3866.435107,1094.491962,13,0.5,0.0,0.416667,0.090909,0.842510656
C15539,1,Low-Balance Occasional Users,1022.71734,2500.0,120.09,0.0,0.0,368.7253,410.924268,1,0.083333,0.0,0.0,0.0,0.409086936
C15540,4,Cash Advance Revolvers,3078.059784,6000.0,0.0,0.0,4403.683518,6043.227704,1183.930323,0,0.0,0.0,0.333333,0.083333,0.513009964
C15541,1,Low-Balance Occasional Users,1064.308102,6000.0,242.38,824.94,3608.38187,4770.998795,289.339838,13,0.25,0.666667,0.083333,0.083333,0.17738468366666665
C15542,0,High-Utilization Revolvers,1204.686047,3500.0,0.0,0.0,2212.929045,1668.247356,448.064322,0,0.0,0.0,0.75,0.0,0.3441960134285714
C15543,2,Full-Payment Transactors,40.247238,1500.0,0.0,0.0,909.480894,3578.648701,69.271137,0,0.0,0.0,0.083333,1.0,0.026831492000000002
C15544,0,High-Utilization Revolvers,2722.600219,3000.0,0.0,0.0,234.473649,638.102089,653.783205,0,0.0,0.0,0.083333,0.0,0.9075334063333333
C15545,2,Full-Payment Transactors,90.953335,2500.0,317.74,603.28,0.0,782.67882,109.17084,9,0.111111,0.777778,0.0,0.777778,0.036381334
C15546,1,Low-Balance Occasional Users,165.721899,4300.0,115.0,116.51,0.0,90.964048,208.147019,24,0.166667,0.75,0.0,0.0,0.03853997651162791
C15547,1,Low-Balance Occasional Users,738.656748,3000.0,0.0,0.0,1417.01143,170.645351,187.555397,0,0.0,0.0,0.25,0.0,0.246218916
C15548,3,Active Purchasers,3182.968599,5500.0,2455.79,46.67,1837.023964,2170.561697,1731.420819,53,0.833333,0.166667,0.5,0.0,0.5787215634545454
C15549,1,Low-Balance Occasional Users,44.586199,2500.0,0.0,413.7,0.0,2271.738188,131.138844,4,0.0,0.166667,0.0,0.0,0.0178344796
C15550,3,Active Purchasers,3221.105151,9500.0,1450.0,1997.55,0.0,5401.287094,756.926664,40,0.166667,1.0,0.0,0.0,0.33906370010526315
C15551,1,Low-Balance Occasional Users,45.869314,4500.0,0.0,0.0,566.943998,238.152441,123.753834,0,0.0,0.0,0.25,0.0,0.01019318088888889
C15552,1,Low-Balance Occasional Users,2089.997028,5700.0,2576.0,0.0,0.0,574.514857,531.183467,4,0.25,0.0,0.0,0.0,0.3666661452631578
C15553,3,Active Purchasers,2017.314401,12000.0,1259.88,3051.97,0.0,5430.633936,477.257131,121,0.666667,1.0,0.0,0.0,0.16810953341666668
C15554,3,Active Purchasers,1719.048074,9000.0,1395.05,720.74,0.0,4450.197966,556.179286,34,0.583333,0.666667,0.0,0.0,0.19100534155555557
C15555,0,High-Utilization Revolvers,875.649126,1200.0,0.0,0.0,748.125667,860.788124,214.677868,0,0.0,0.0,0.166667,0.0,0.729707605
C15556,2,Full-Payment Transactors,268.82613,6000.0,0.0,0.0,2793.801452,6801.790399,156.159732,0,0.0,0.0,0.166667,1.0,0.044804355
C15557,3,Active Purchasers,1906.283349,8000.0,1058.18,2958.24,0.0,1344.622375,526.831031,35,0.583333,1.0,0.0,0.0,0.238285418625
C15558,0,High-Utilization Revolvers,2686.595082,3000.0,282.52,0.0,0.0,3747.500925,1248.460984,5,0.416667,0.0,0.0,0.083333,0.895531694
C15559,1,Low-Balance Occasional Users,99.508886,1500.0,225.39,23.33,198.923306,275.248686,100.780063,3,0.166667,0.083333,0.166667,0.083333,0.06633925733333333
C15560,0,High-Utilization Revolvers,1038.573059,1600.0,855.9,167.86,0.0,811.701446,327.262906,18,0.272727,0.818182,0.0,0.0,0.6491081618750001
C15561,4,Cash Advance Revolvers,5678.479456,9500.0,0.0,0.0,2677.463375,1259.720956,1479.53625,0,0.0,0.0,0.666667,0.0,0.5977346795789473
C15562,3,Active Purchasers,788.5958,7050.0,3678.81,179.25,974.547645,8123.060053,3915.696493,44,0.833333,0.166667,0.333333,0.444444,0.11185756028368796
C15563,4,Cash Advance Revolvers,2933.387442,6500.0,0.0,0.0,3317.250842,9317.533927,929.334025,0,0.0,0.0,0.25,0.125,0.45129037569230773
C15564,0,High-Utilization Revolvers,1322.005771,1500.0,0.0,0.0,159.292225,404.269442,424.156288,0,0.0,0.0,0.25,0.0,0.8813371806666668
C15565,1,Low-Balance Occasional Users,286.686616,4000.0,0.0,0.0,3742.712482,0.0,312.343947,0,0.0,0.0,0.083333,0.0,0.071671654
C15566,1,Low-Balance Occasional Users,485.507827,2000.0,0.0,0.0,455.227731,794.426157,116.202264,0,0.0,0.0,0.125,0.0,0.2427539135
C15567,1,Low-Balance Occasional Users,216.716507,1800.0,0.0,0.0,810.792285,1308.537026,94.70744,0,0.0,0.0,0.25,0.25,0.12039805944444446
C15568,1,Low-Balance Occasional Users,239.446482,2000.0,0.0,0.0,698.096182,351.850485,181.339692,0,0.0,0.0,0.25,0.166667,0.11972324100000001
C15569,2,Full-Payment Transactors,91.861479,3000.0,0.0,939.51,0.0,874.020918,180.358798,11,0.0,0.833333,0.0,1.0,0.030620493000000002
C15570,1,Low-Balance Occasional Users,27.716642,5000.0,0.0,0.0,480.104401,0.0,312.343947,0,0.0,0.0,0.1,0.0,0.0055433284
C15571,0,High-Utilization Revolvers,1030.914048,1200.0,1083.44,0.0,1342.617687,2574.978162,606.739379,48,1.0,0.0,0.333333,0.083333,0.85909504
C15572,1,Low-Balance Occasional Users,391.755763,10500.0,400.72,175.0,0.0,1631.594511,269.311255,13,0.416667,0.5,0.0,0.333333,0.037310072666666666
C15573,2,Full-Payment Transactors,126.279615,6000.0,0.0,1307.52,0.0,1491.690159,164.139365,39,0.0,1.0,0.0,0.5,0.0210466025
C15574,3,Active Purchasers,1193.708983,12500.0,4841.7,1802.01,0.0,6446.627837,6340.898794,39,0.916667,0.75,0.0,0.0,0.09549671864
C15575,4,Cash Advance Revolvers,6958.239974,7500.0,0.0,0.0,3482.699506,3688.217452,1752.657115,0,0.0,0.0,0.166667,0.0,0.9277653298666667
C15576,4,Cash Advance Revolvers,5965.535557,6000.0,0.0,0.0,419.177619,1495.067426,2221.880048,0,0.0,0.0,0.583333,0.0,0.9942559261666667
C15577,1,Low-Balance Occasional Users,1039.256129,1700.0,0.0,618.75,0.0,202.137436,262.20484,11,0.0,0.916667,0.0,0.0,0.6113271347058824
C15578,2,Full-Payment Transactors,94.110539,7000.0,0.0,1090.19,0.0,1174.739824,176.285795,19,0.0,1.0,0.0,0.916667,0.013444362714285715
C15579,1,Low-Balance Occasional Users,293.118363,1800.0,0.0,368.91,683.536421,1309.489418,195.953485,18,0.0,0.75,0.166667,0.166667,0.16284353499999998
C15580,3,Active Purchasers,2206.463745,9000.0,521.5,1424.32,194.73579,819.905846,679.005417,56,0.083333,1.0,0.083333,0.0,0.24516263833333332
C15581,2,Full-Payment Transactors,39.554197,2500.0,0.0,353.9,0.0,374.472803,85.914125,6,0.0,0.5,0.0,0.454545,0.015821678800000002
C15582,1,Low-Balance Occasional Users,237.435762,1800.0,1270.32,0.0,438.420213,1148.378687,110.252783,6,0.333333,0.0,0.166667,0.0,0.13190875666666668
C15583,2,Full-Payment Transactors,38.160715,5000.0,0.0,340.0,0.0,888.221177,146.348596,6,0.0,0.416667,0.0,1.0,0.007632143000000001
C15584,1,Low-Balance Occasional Users,28.593511,4000.0,0.0,258.32,0.0,307.750161,161.030353,10,0.0,0.583333,0.0,0.166667,0.00714837775
C15585,0,High-Utilization Revolvers,1597.679284,1550.0,0.0,272.4,0.0,587.710246,1090.811625,16,0.0,1.0,0.0,0.0,1.0
C15586,0,High-Utilization Revolvers,1140.91813,1800.0,0.0,0.0,1531.176754,1336.452403,374.452534,0,0.0,0.0,0.333333,0.0,0.6338434055555555
C15587,0,High-Utilization Revolvers,1458.775165,3500.0,0.0,0.0,1759.295218,856.740386,379.255051,0,0.0,0.0,0.333333,0.0,0.4167929042857143
C15588,1,Low-Balance Occasional Users,2.307336,3000.0,0.0,0.0,28.443974,0.0,312.343947,0,0.0,0.0,0.142857,0.0,0.000769112
C15589,0,High-Utilization Revolvers,1173.112709,1500.0,573.05,250.0,1000.869648,2049.345099,266.90291,11,0.25,0.416667,0.25,0.0,0.7820751393333333
C15590,1,Low-Balance Occasional Users,287.817221,3000.0,360.0,0.0,0.0,112.678222,208.247475,1,0.083333,0.0,0.0,0.0,0.09593907366666667
C15591,1,Low-Balance Occasional Users,3.894895,1500.0,0.0,182.49,0.0,201.08824,13.88938,11,0.0,0.916667,0.0,0.0,0.002596596666666667
C15592,0,High-Utilization Revolvers,2377.537394,5000.0,0.0,0.0,2420.59067,533.940153,826.56466,0,0.0,0.0,0.166667,0.0,0.4755074788
C15593,4,Cash Advance Revolvers,4694.671605,12000.0,0.0,0.0,4174.716471,8919.228234,1075.889659,0,0.0,0.0,0.5,0.0,0.39122263375000005
C15594,2,Full-Payment Transactors,30.072702,6000.0,461.99,0.0,0.0,945.998757,104.810436,4,0.333333,0.0,0.0,0.666667,0.005012117
C15595,1,Low-Balance Occasional Users,44.538702,1500.0,0.0,916.67,0.0,1075.578609,94.762661,5,0.0,0.416667,0.0,0.416667,0.029692468
C15596,1,Low-Balance Occasional Users,28.349518,6000.0,0.0,235.0,0.0,268.128456,67.701929,4,0.0,0.166667,0.0,0.272727,0.0047249196666666665
C15597,3,Active Purchasers,557.277303,1500.0,3436.23,303.55,0.0,3530.131795,190.985351,28,0.833333,0.25,0.0,0.25,0.37151820199999996
C15598,0,High-Utilization Revolvers,1919.099019,3200.0,102.26,138.01,2116.077457,763.674122,744.713817,11,0.083333,0.75,0.583333,0.0,0.5997184434375
C15599,4,Cash Advance Revolvers,4837.835705,4500.0,1140.9,142.5,6312.335558,5190.696125,6825.44203,34,0.818182,0.090909,1.0,0.0,1.0
C15600,3,Active Purchasers,226.34624,10000.0,2206.74,0.0,0.0,1891.000067,204.477134,24,1.0,0.0,0.0,0.818182,0.022634624
C15601,0,High-Utilization Revolvers,2269.073907,6000.0,284.9,0.0,490.612381,559.24901,786.402078,6,0.166667,0.0,0.333333,0.0,0.3781789845
C15602,0,High-Utilization Revolvers,588.618641,1200.0,0.0,0.0,36.769821,1386.88202,232.802183,0,0.0,0.0,0.166667,0.083333,0.4905155341666667
C15603,3,Active Purchasers,5825.38367,17000.0,2369.78,1056.34,570.064013,2925.020526,1463.588692,39,0.666667,0.916667,0.166667,0.0,0.3426696276470588
C15604,0,High-Utilization Revolvers,2267.664008,2500.0,0.0,0.0,76.590404,597.046672,673.465761,0,0.0,0.0,0.083333,0.0,0.9070656032000001
C15605,0,High-Utilization Revolvers,2514.170127,5000.0,87.28,0.0,1863.759832,4646.340788,767.829781,2,0.083333,0.0,0.333333,0.0,0.5028340254
C15606,3,Active Purchasers,2354.125834,10000.0,3824.94,1526.64,156.148653,4452.753075,562.102772,21,0.333333,1.0,0.083333,0.0,0.2354125834
C15607,3,Active Purchasers,616.570241,7000.0,5788.81,0.0,0.0,5891.252034,285.762299,13,0.5,0.0,0.0,0.2,0.088081463
C15608,1,Low-Balance Occasional Users,153.679036,1500.0,0.0,181.81,0.0,454.857585,183.013235,16,0.0,0.833333,0.0,0.0,0.10245269066666667
C15609,1,Low-Balance Occasional Users,417.898933,2500.0,1116.67,618.5,649.936157,1892.675483,170.458741,20,0.3,0.8,0.1,0.125,0.1671595732
C15610,1,Low-Balance Occasional Users,810.089776,2500.0,1428.89,0.0,0.0,1576.842421,395.761881,11,0.181818,0.0,0.0,0.0,0.3240359104
C15611,0,High-Utilization Revolvers,450.746858,600.0,194.1,0.0,345.734661,635.073163,389.795498,4,0.166667,0.0,0.333333,0.0,0.7512447633333333
C15612,2,Full-Payment Transactors,21.441736,4000.0,0.0,197.62,0.0,398.382513,153.645248,6,0.0,0.5,0.0,1.0,0.005360434
C15613,4,Cash Advance Revolvers,8978.156324,9500.0,325.52,157.36,72.44379,2112.619409,5817.079142,15,0.5,0.75,0.083333,0.0,0.9450690867368421
C15614,0,High-Utilization Revolvers,1669.992809,4400.0,91.84,0.0,1680.871074,348.40535,413.727143,2,0.166667,0.0,0.583333,0.0,0.37954382022727273
C15615,0,High-Utilization Revolvers,957.010021,1000.0,0.0,604.8,901.754709,811.45719,926.087148,12,0.0,0.916667,0.083333,0.0,0.9570100210000001
