customer_id,age,gender,region,tenure_months,loyalty_tier,preferred_channel,purchase_count_12m,avg_order_value,total_spend_12m,days_since_last_purchase,preferred_category,category_count,returns_count_12m,return_rate,email_open_rate,email_click_rate,app_sessions_30d,days_since_app_login,promo_response_rate,lapse_flag
CUST002369,38,Female,Northeast,3,Bronze,Online,1,59.39,52.4,142,Apparel,1,0,0.0,0.064,0.028,1.0,93.0,0.033,1
CUST002370,32,Female,Southwest,37,Silver,Online,3,118.52,400.07,135,Sports,1,0,0.0,,,1.0,80.0,0.04,1
CUST002371,43,Female,West,10,Silver,Omnichannel,13,43.02,612.7,40,Food & Beverage,4,1,0.077,0.293,0.059,11.0,29.0,,0
CUST002372,44,Other,Northeast,21,Bronze,Omnichannel,4,28.07,102.67,125,Beauty,1,0,0.0,0.074,0.015,2.0,79.0,0.077,1
CUST002373,53,Male,Northeast,15,Gold,Online,8,117.2,1051.62,78,Electronics,3,0,0.0,0.214,0.028,6.0,51.0,0.208,0
CUST002374,53,Female,Midwest,16,Silver,Online,12,59.01,772.7,90,Electronics,2,1,0.083,0.241,0.056,,,0.21,0
CUST002375,18,Female,Southeast,29,Silver,Online,4,222.62,786.66,123,Electronics,1,0,0.0,0.074,0.027,5.0,71.0,0.08,1
CUST002376,39,Male,Southwest,21,Gold,Online,15,78.5,1294.28,45,Beauty,3,1,0.067,0.281,0.054,10.0,31.0,,0
CUST002377,61,Other,West,6,Gold,Online,12,93.14,1131.82,107,Electronics,2,1,0.083,0.192,0.075,,,0.147,1
CUST002378,35,Female,Southeast,1,Silver,Online,10,70.42,770.95,72,Apparel,2,1,0.1,0.216,0.065,9.0,42.0,0.176,0
CUST002379,57,Male,Northeast,40,Silver,Omnichannel,7,80.62,584.26,116,Apparel,1,1,0.143,0.189,0.043,4.0,68.0,0.149,1
CUST002380,37,Female,West,47,Silver,In-Store,5,83.63,404.58,125,Home & Garden,1,0,0.0,0.123,0.03,2.0,70.0,0.069,1
CUST002381,44,Male,Midwest,3,Gold,Online,9,87.77,813.9,101,Electronics,2,1,0.111,0.238,0.088,7.0,50.0,0.217,1
CUST002382,26,Female,West,8,Silver,In-Store,11,24.97,285.89,60,Apparel,2,0,0.0,0.238,0.05,10.0,37.0,0.205,0
CUST002383,26,Male,Southeast,7,Silver,In-Store,10,29.93,323.2,89,Home & Garden,2,0,0.0,0.206,0.072,7.0,50.0,0.152,0
CUST002384,52,Male,Northeast,60,Gold,Online,15,86.76,1430.5,55,Electronics,3,4,0.267,0.309,0.076,11.0,22.0,0.258,0
CUST002385,54,Female,West,5,Silver,In-Store,11,58.26,672.24,64,Apparel,3,0,0.0,0.243,0.094,10.0,40.0,,0
CUST002386,42,Male,Midwest,4,Silver,Online,15,32.0,550.51,55,Apparel,3,2,0.133,0.33,0.057,11.0,27.0,0.275,0
CUST002387,24,Male,Southeast,4,Gold,Online,16,67.4,1168.52,50,Beauty,3,3,0.188,0.318,0.066,,,0.288,0
CUST002388,42,Male,Northeast,28,Platinum,Online,14,168.94,2656.62,94,Sports,5,2,0.143,0.254,0.07,,,,1
CUST002389,59,Male,Midwest,48,Silver,Omnichannel,10,62.42,590.4,102,Sports,2,2,0.2,0.206,0.075,8.0,49.0,,1
CUST002390,66,Female,West,10,Bronze,In-Store,2,73.36,138.63,127,Home & Garden,1,1,0.5,0.064,0.01,2.0,117.0,0.071,1
CUST002391,37,Male,Southeast,3,Gold,Online,16,75.03,1150.9,28,Food & Beverage,3,1,0.062,0.406,0.169,13.0,10.0,0.301,0
CUST002392,18,Female,West,19,Bronze,Omnichannel,4,35.61,139.86,143,Apparel,3,0,0.0,0.106,0.011,5.0,81.0,,1
CUST002393,53,Male,Northeast,5,Silver,Online,7,52.7,419.96,94,Beauty,1,0,0.0,0.157,0.017,4.0,68.0,0.116,1
CUST002394,38,Male,Southeast,1,Bronze,Omnichannel,6,15.0,78.49,122,Beauty,3,0,0.0,0.11,0.028,5.0,65.0,0.143,1
CUST002395,55,Male,West,47,Bronze,In-Store,6,28.19,169.06,95,Apparel,2,1,0.167,0.146,0.057,7.0,59.0,,1
CUST002396,45,Female,West,45,Silver,In-Store,6,51.67,278.51,135,Electronics,1,0,0.0,0.089,0.013,3.0,76.0,0.067,1
CUST002397,29,Male,Southeast,72,Silver,Omnichannel,10,23.71,259.21,93,Food & Beverage,3,0,0.0,0.196,0.053,,,0.173,1
CUST002398,42,Female,Northeast,14,Silver,In-Store,7,53.83,323.81,110,Beauty,3,1,0.143,0.16,0.04,6.0,60.0,0.122,1
CUST002399,60,Male,Northeast,7,Silver,Omnichannel,7,44.37,306.41,149,Apparel,1,0,0.0,0.162,0.058,6.0,65.0,,1
CUST002400,39,Female,West,32,Gold,Omnichannel,12,137.9,1602.55,72,Home & Garden,2,0,0.0,0.3,0.052,,,0.21,0
CUST002401,27,Male,Northeast,4,Silver,Online,3,225.03,592.5,142,Beauty,1,1,0.333,0.091,0.028,3.0,92.0,0.048,1
CUST002402,19,Female,Northeast,6,Silver,Online,11,52.5,556.14,75,Food & Beverage,2,2,0.182,0.235,0.099,8.0,55.0,0.218,0
CUST002403,31,Male,Southeast,6,Silver,Online,5,71.08,388.35,147,Beauty,1,0,0.0,,,3.0,60.0,0.126,1
CUST002404,36,Male,Midwest,66,Silver,Online,6,127.35,681.0,129,Beauty,2,0,0.0,0.162,0.066,,,0.133,1
CUST002405,53,Male,West,28,Silver,Online,9,54.39,560.51,139,Food & Beverage,1,0,0.0,0.21,0.036,6.0,61.0,0.129,1
CUST002406,26,Male,Southeast,3,Silver,Online,4,73.3,254.36,165,Beauty,1,0,0.0,0.106,0.014,,,0.087,1
CUST002407,63,Female,Midwest,2,Bronze,Online,7,20.58,134.95,114,Food & Beverage,1,0,0.0,,,6.0,72.0,,1
CUST002408,23,Other,Northeast,40,Silver,Omnichannel,8,78.38,678.75,110,Home & Garden,2,0,0.0,0.225,0.063,6.0,48.0,0.152,1
CUST002409,74,Male,Midwest,35,Gold,Omnichannel,8,133.45,1021.97,82,Beauty,1,0,0.0,0.268,0.06,6.0,53.0,0.146,0
CUST002410,66,Male,Northeast,24,Bronze,Online,4,24.97,99.29,108,Beauty,1,0,0.0,0.103,0.015,4.0,67.0,0.098,1
CUST002411,43,Male,Northeast,4,Bronze,Online,5,17.09,77.42,126,Home & Garden,2,0,0.0,0.135,0.036,5.0,69.0,0.111,1
CUST002412,18,Male,Southeast,14,Bronze,Online,1,135.06,143.79,150,Electronics,1,0,0.0,,,4.0,86.0,0.036,1
CUST002413,41,Male,West,20,Bronze,Omnichannel,4,43.74,158.14,142,Food & Beverage,1,0,0.0,0.121,0.013,5.0,95.0,0.068,1
CUST002414,36,Female,West,59,Bronze,In-Store,2,31.61,69.83,145,Electronics,1,0,0.0,0.117,0.046,3.0,80.0,0.076,1
CUST002415,24,Male,Southeast,4,Silver,Omnichannel,9,58.43,532.1,66,Apparel,4,0,0.0,0.284,0.085,7.0,41.0,0.186,0
CUST002416,46,Female,Northeast,15,Bronze,Omnichannel,4,37.24,151.11,140,Beauty,1,1,0.25,0.097,0.022,,,0.085,1
CUST002417,30,Male,Southeast,3,Silver,Omnichannel,7,26.45,209.23,105,Home & Garden,1,2,0.286,0.155,0.037,5.0,58.0,0.154,1
CUST002418,31,Male,Midwest,12,Bronze,Online,7,18.78,142.23,98,Electronics,1,0,0.0,0.156,0.041,6.0,56.0,0.126,1
CUST002419,39,Male,West,4,Gold,In-Store,6,193.05,1242.79,108,Sports,1,2,0.333,,,4.0,62.0,,1
CUST002420,33,Male,Southwest,39,Silver,Omnichannel,2,175.32,388.3,131,Electronics,1,0,0.0,0.086,0.03,5.0,81.0,0.082,1
CUST002421,71,Male,West,6,Silver,Online,6,45.86,241.47,108,Apparel,2,1,0.167,0.128,0.027,4.0,77.0,0.121,1
CUST002422,34,Male,Southeast,11,Platinum,In-Store,11,341.22,4007.95,70,Apparel,4,2,0.182,0.26,0.078,10.0,31.0,0.21,0
CUST002423,48,Male,West,11,Gold,Online,9,138.37,1145.66,93,Food & Beverage,2,0,0.0,0.242,0.036,,,0.196,1
CUST002424,44,Female,Southeast,44,Silver,Online,12,52.75,591.4,48,Electronics,3,0,0.0,0.267,0.029,12.0,27.0,0.251,0
CUST002425,46,Male,West,31,Platinum,Omnichannel,14,267.51,3200.39,38,Apparel,3,0,0.0,0.282,0.043,12.0,24.0,0.254,0
CUST002426,48,Female,Southeast,1,Bronze,In-Store,6,15.0,100.63,99,Home & Garden,1,1,0.167,0.175,0.039,5.0,76.0,,1
CUST002427,54,Male,Southeast,1,Silver,Omnichannel,12,47.19,606.9,67,Home & Garden,2,2,0.167,,,11.0,38.0,0.211,0
CUST002428,45,Female,Northeast,17,Gold,In-Store,5,187.17,834.58,126,Food & Beverage,1,0,0.0,0.126,0.042,,,0.125,1
CUST002429,45,Male,Midwest,12,Silver,In-Store,7,43.01,285.53,90,Sports,1,1,0.143,0.206,0.032,5.0,56.0,,0
CUST002430,42,Male,Midwest,7,Silver,Omnichannel,6,124.16,740.48,93,Electronics,2,0,0.0,0.143,0.055,5.0,88.0,,1
CUST002431,40,Other,West,34,Silver,Omnichannel,9,27.48,246.87,94,Beauty,2,2,0.222,0.23,0.087,8.0,49.0,0.19,1
CUST002432,29,Male,West,3,Silver,Omnichannel,13,34.37,459.63,55,Electronics,3,2,0.154,0.256,0.051,10.0,40.0,0.208,0
CUST002433,41,Female,Southwest,72,Silver,Omnichannel,7,71.65,497.36,96,Electronics,1,1,0.143,0.146,0.038,5.0,70.0,,1
CUST002434,45,Female,Northeast,1,Gold,In-Store,9,86.78,815.85,88,Electronics,1,1,0.111,0.168,0.057,8.0,54.0,0.137,0
CUST002435,47,Male,Midwest,2,Silver,Online,5,63.18,352.28,125,Beauty,3,0,0.0,0.164,0.041,4.0,59.0,0.116,1
CUST002436,44,Female,Midwest,8,Silver,Online,7,40.88,277.41,92,Home & Garden,2,0,0.0,0.238,0.03,5.0,52.0,0.159,1
CUST002437,38,Female,West,15,Silver,Online,8,28.49,253.68,84,Beauty,1,2,0.25,0.192,0.038,9.0,58.0,,0
CUST002438,41,Female,Southeast,5,Platinum,Online,11,285.54,2876.73,108,Apparel,3,0,0.0,0.207,0.058,7.0,55.0,,1
CUST002439,34,Other,Northeast,29,Bronze,Online,3,69.78,185.56,120,Electronics,1,0,0.0,,,2.0,71.0,0.082,1
CUST002440,46,Male,Southeast,9,Silver,Online,4,118.4,436.57,129,Sports,1,0,0.0,0.089,0.011,4.0,66.0,0.083,1
CUST002441,38,Male,Southwest,1,Gold,Online,11,109.05,1093.96,60,Apparel,2,1,0.091,0.253,0.041,9.0,52.0,0.204,0
CUST002442,44,Female,Southwest,46,Silver,In-Store,9,39.22,404.35,95,Home & Garden,3,0,0.0,,,6.0,57.0,0.162,1
CUST002443,56,Male,Southeast,63,Silver,Online,6,56.55,327.19,102,Sports,1,1,0.167,0.165,0.035,6.0,75.0,0.129,1
CUST002444,32,Male,Southwest,21,Silver,In-Store,17,31.87,566.41,44,Electronics,4,0,0.0,0.316,0.073,,,0.267,0
CUST002445,50,Female,Northeast,36,Bronze,Online,1,93.61,99.12,143,Sports,1,0,0.0,0.068,0.023,0.0,85.0,0.027,1
CUST002446,42,Female,Southeast,2,Silver,In-Store,7,48.93,336.88,111,Beauty,1,0,0.0,,,7.0,65.0,0.129,1
CUST002447,70,Male,West,6,Gold,Omnichannel,7,170.7,1095.81,110,Home & Garden,1,1,0.143,0.132,0.024,,,0.126,1
CUST002448,38,Female,Southeast,8,Bronze,Online,11,17.71,191.19,92,Apparel,2,0,0.0,0.244,0.107,10.0,35.0,,1
CUST002449,51,Male,Northeast,71,Silver,Omnichannel,8,77.69,616.63,93,Beauty,1,1,0.125,,,7.0,64.0,0.151,1
CUST002450,42,Male,West,15,Platinum,In-Store,6,324.7,2213.55,108,Sports,1,0,0.0,0.2,0.046,7.0,59.0,0.126,1
CUST002451,22,Female,Midwest,1,Silver,Online,14,32.72,467.51,109,Beauty,3,1,0.071,0.208,0.076,,,0.197,1
CUST002452,34,Female,Southwest,10,Silver,Online,3,61.16,209.34,127,Home & Garden,1,0,0.0,0.061,0.008,2.0,73.0,0.054,1
CUST002453,54,Male,Northeast,1,Silver,Omnichannel,7,42.77,306.28,89,Beauty,1,0,0.0,0.167,0.069,6.0,52.0,0.136,0
CUST002454,35,Male,Southeast,5,Gold,In-Store,9,102.39,823.37,103,Food & Beverage,1,0,0.0,0.182,0.07,6.0,63.0,,1
CUST002455,18,Male,Southeast,13,Silver,Online,14,15.0,202.72,55,Apparel,3,1,0.071,0.256,0.059,10.0,44.0,0.223,0
CUST002456,41,Female,Southwest,8,Silver,Omnichannel,17,23.54,435.27,31,Beauty,3,0,0.0,0.359,0.059,11.0,41.0,0.265,0
CUST002457,26,Male,Southeast,1,Silver,Omnichannel,11,27.31,293.35,59,Sports,3,0,0.0,0.277,0.111,9.0,30.0,0.213,0
CUST002458,43,Male,Southeast,2,Silver,In-Store,6,101.24,534.5,131,Beauty,1,1,0.167,0.158,0.069,4.0,63.0,0.144,1
CUST002459,63,Female,Northeast,17,Bronze,Omnichannel,4,48.16,169.3,117,Electronics,1,0,0.0,0.08,0.009,2.0,88.0,0.068,1
CUST002460,52,Male,West,26,Bronze,Omnichannel,5,35.01,161.24,114,Sports,1,0,0.0,,,3.0,64.0,0.091,1
CUST002461,63,Male,Southeast,11,Silver,Online,5,72.74,370.77,112,Food & Beverage,1,0,0.0,0.09,0.021,4.0,67.0,0.087,1
CUST002462,34,Female,Northeast,28,Bronze,In-Store,2,63.91,140.48,149,Beauty,1,0,0.0,0.112,0.043,2.0,78.0,0.058,1
CUST002463,39,Female,Midwest,3,Silver,Omnichannel,11,47.67,529.67,54,Home & Garden,2,0,0.0,0.268,0.07,9.0,37.0,0.219,0
CUST002464,27,Female,Southeast,2,Silver,Online,10,38.56,414.07,59,Electronics,3,1,0.1,0.253,0.072,8.0,35.0,0.204,0
CUST002465,32,Male,Northeast,40,Silver,Online,8,29.0,242.13,129,Electronics,1,0,0.0,0.173,0.05,5.0,58.0,0.128,1
CUST002466,29,Female,Northeast,9,Gold,Online,7,148.41,1046.38,106,Beauty,1,0,0.0,0.134,0.059,6.0,76.0,,1
CUST002467,23,Female,Southwest,12,Gold,Online,11,155.59,1565.06,87,Home & Garden,3,2,0.182,0.236,0.076,8.0,45.0,0.188,0
CUST002468,61,Male,Northeast,64,Bronze,Online,7,21.81,170.22,97,Apparel,3,0,0.0,0.184,0.037,5.0,65.0,0.133,1
CUST002469,18,Female,Northeast,12,Silver,Omnichannel,7,41.59,271.54,106,Apparel,1,2,0.286,0.179,0.057,6.0,70.0,,1
CUST002470,61,Male,Southeast,1,Silver,Omnichannel,5,74.99,347.15,127,Apparel,1,1,0.2,0.17,0.022,,,,1
CUST002471,59,Female,Southwest,61,Silver,Online,11,29.09,296.74,107,Beauty,2,2,0.182,0.297,0.064,9.0,43.0,,1
CUST002472,48,Female,Northeast,1,Silver,In-Store,4,91.87,322.91,125,Electronics,1,0,0.0,0.1,0.016,5.0,80.0,,1
CUST002473,26,Female,West,23,Silver,In-Store,10,63.63,636.04,88,Apparel,2,2,0.2,0.228,0.071,,,0.206,0
CUST002474,19,Male,Southwest,8,Silver,Online,8,97.87,742.45,101,Electronics,2,3,0.375,0.231,0.066,6.0,57.0,0.175,1
CUST002475,34,Female,Southeast,13,Platinum,Online,13,276.76,3621.56,44,Sports,4,1,0.077,0.304,0.108,12.0,60.0,0.252,0
CUST002476,50,Male,Southeast,17,Bronze,Online,6,16.98,100.45,136,Apparel,2,1,0.167,0.115,0.025,4.0,68.0,0.102,1
CUST002477,42,Female,West,11,Silver,In-Store,2,152.22,306.25,126,Beauty,1,1,0.5,0.075,0.033,2.0,74.0,0.079,1
CUST002478,27,Female,West,32,Silver,Online,9,37.85,319.97,106,Electronics,3,0,0.0,0.186,0.039,7.0,61.0,0.147,1
CUST002479,58,Male,West,58,Silver,Online,4,89.4,391.41,122,Home & Garden,2,0,0.0,,,,,0.066,1
CUST002480,65,Male,West,1,Silver,Online,3,80.93,245.28,119,Home & Garden,1,0,0.0,0.108,0.021,4.0,75.0,0.083,1
CUST002481,38,Female,Southeast,35,Platinum,Omnichannel,15,147.01,2012.27,63,Home & Garden,3,1,0.067,0.282,0.09,9.0,44.0,0.26,0
CUST002482,43,Female,West,3,Silver,Omnichannel,12,58.87,791.6,77,Apparel,5,0,0.0,0.312,0.114,10.0,34.0,,0
CUST002483,20,Female,Northeast,1,Bronze,In-Store,6,31.75,168.18,94,Home & Garden,1,0,0.0,0.206,0.038,6.0,82.0,0.151,1
CUST002484,36,Male,Midwest,68,Silver,Omnichannel,6,66.92,429.64,100,Electronics,1,0,0.0,0.144,0.054,6.0,57.0,0.175,1
CUST002485,49,Female,Midwest,14,Gold,Online,6,183.67,1161.02,107,Apparel,1,0,0.0,0.142,0.031,5.0,59.0,0.121,1
CUST002486,46,Male,Northeast,3,Silver,In-Store,9,72.1,565.75,69,Sports,2,1,0.111,0.243,0.038,10.0,41.0,0.198,0
CUST002487,34,Female,Northeast,18,Silver,Online,5,37.83,211.93,104,Beauty,1,1,0.2,0.119,0.018,6.0,68.0,,1
CUST002488,38,Female,Northeast,6,Bronze,Online,2,50.67,95.76,147,Electronics,1,0,0.0,0.02,0.008,1.0,85.0,0.009,1
CUST002489,35,Female,Midwest,13,Silver,Omnichannel,4,67.32,288.74,130,Home & Garden,1,0,0.0,0.091,0.017,3.0,74.0,0.049,1
CUST002490,38,Male,Southwest,21,Silver,Omnichannel,4,61.31,228.83,127,Food & Beverage,1,0,0.0,0.15,0.027,4.0,75.0,0.125,1
CUST002491,47,Other,Midwest,44,Silver,Online,5,55.68,280.55,103,Apparel,1,1,0.2,0.129,0.053,5.0,88.0,0.111,1
CUST002492,18,Male,West,1,Gold,Online,10,112.37,1282.93,85,Food & Beverage,2,1,0.1,0.246,0.056,7.0,39.0,0.183,0
CUST002493,40,Female,Northeast,5,Platinum,Online,12,233.17,2891.03,56,Beauty,3,3,0.25,0.257,0.115,12.0,44.0,0.23,0
CUST002494,46,Female,Northeast,2,Silver,Omnichannel,5,109.9,515.92,138,Home & Garden,1,0,0.0,0.098,0.019,6.0,86.0,,1
CUST002495,34,Male,Southeast,2,Silver,Online,6,87.42,517.97,99,Food & Beverage,1,0,0.0,0.171,0.057,5.0,64.0,0.131,1
CUST002496,35,Male,Southeast,64,Gold,In-Store,11,116.51,1349.29,66,Electronics,3,0,0.0,0.245,0.041,8.0,38.0,0.226,0
CUST002497,35,Male,Midwest,60,Silver,Omnichannel,5,88.89,437.14,113,Electronics,1,0,0.0,0.148,0.025,3.0,64.0,,1
CUST002498,35,Female,Southwest,30,Gold,Online,12,62.59,843.63,51,Electronics,3,1,0.083,0.253,0.097,10.0,29.0,0.225,0
CUST002499,42,Female,Midwest,22,Bronze,Omnichannel,2,37.69,83.69,130,Beauty,3,0,0.0,0.087,0.037,2.0,80.0,0.077,1
CUST002500,43,Male,Midwest,41,Silver,Online,6,37.69,202.18,98,Electronics,1,0,0.0,0.166,0.069,6.0,66.0,0.171,1
CUST002501,18,Male,Northeast,1,Silver,In-Store,6,56.06,365.11,102,Apparel,2,0,0.0,0.181,0.071,6.0,57.0,0.16,1
CUST002502,51,Female,Northeast,2,Silver,Omnichannel,9,69.38,707.3,92,Beauty,2,1,0.111,0.23,0.07,8.0,45.0,0.174,1
CUST002503,37,Female,Northeast,8,Silver,Online,3,125.44,355.65,127,Apparel,1,0,0.0,0.08,0.011,2.0,72.0,0.055,1
CUST002504,69,Male,West,39,Silver,Online,11,52.49,532.05,58,Apparel,2,0,0.0,0.289,0.063,8.0,45.0,0.229,0
CUST002505,25,Male,Midwest,14,Silver,Omnichannel,8,44.29,302.19,97,Apparel,3,2,0.25,0.256,0.051,6.0,55.0,0.192,1
CUST002506,29,Male,Northeast,15,Silver,Online,8,68.46,484.53,94,Sports,3,0,0.0,0.187,0.035,6.0,56.0,0.149,1
CUST002507,39,Female,Midwest,5,Silver,In-Store,7,76.35,608.35,103,Food & Beverage,3,0,0.0,0.179,0.079,4.0,72.0,0.11,1
CUST002508,47,Female,Midwest,22,Silver,Online,9,37.69,328.13,82,Beauty,2,0,0.0,,,7.0,48.0,0.151,0
CUST002509,18,Male,Northeast,48,Silver,In-Store,13,34.2,429.57,67,Electronics,2,0,0.0,0.226,0.06,7.0,41.0,0.231,0
CUST002510,30,Female,West,8,Gold,In-Store,10,88.78,825.66,64,Electronics,2,1,0.1,,,7.0,50.0,0.202,0
CUST002511,50,Male,West,21,Silver,In-Store,5,51.92,233.44,127,Apparel,1,0,0.0,0.122,0.015,,,0.133,1
CUST002512,28,Female,Southeast,8,Silver,Online,4,129.16,518.0,125,Sports,1,0,0.0,0.091,0.033,2.0,80.0,0.084,1
CUST002513,61,Male,West,34,Silver,In-Store,4,68.73,293.33,133,Beauty,2,0,0.0,0.141,0.044,4.0,82.0,,1
CUST002514,35,Female,Northeast,14,Silver,Online,10,53.83,546.5,82,Apparel,4,0,0.0,0.229,0.052,7.0,36.0,0.192,0
CUST002515,29,Male,West,9,Bronze,Online,7,24.79,149.35,97,Electronics,2,1,0.143,0.163,0.07,,,0.121,1
CUST002516,50,Male,Southwest,11,Silver,In-Store,5,56.93,310.56,127,Home & Garden,1,0,0.0,0.135,0.029,3.0,71.0,0.075,1
CUST002517,64,Female,Midwest,2,Silver,In-Store,9,28.45,289.2,111,Sports,3,2,0.222,0.222,0.037,7.0,51.0,0.174,1
CUST002518,47,Male,Southeast,44,Silver,Online,10,23.07,226.57,73,Food & Beverage,2,0,0.0,0.248,0.088,10.0,41.0,,0
CUST002519,59,Female,Southeast,69,Gold,In-Store,8,162.92,1251.15,100,Apparel,2,3,0.375,0.16,0.035,4.0,61.0,0.104,1
CUST002520,65,Other,Southeast,14,Bronze,In-Store,2,40.25,73.98,130,Sports,1,1,0.5,0.136,0.027,3.0,82.0,0.044,1
CUST002521,29,Female,Northeast,5,Gold,Online,16,105.66,1590.07,27,Apparel,4,2,0.125,0.35,0.149,12.0,12.0,0.282,0
CUST002522,55,Male,West,24,Bronze,In-Store,7,26.06,190.33,91,Apparel,1,1,0.143,0.19,0.039,6.0,65.0,0.167,1
CUST002523,20,Male,Northeast,13,Silver,Omnichannel,11,34.4,409.07,81,Apparel,3,2,0.182,0.254,0.076,6.0,44.0,0.218,0
CUST002524,47,Female,Northeast,6,Bronze,In-Store,6,32.31,184.1,98,Apparel,2,1,0.167,0.157,0.052,5.0,69.0,0.115,1
CUST002525,41,Male,West,1,Silver,Omnichannel,6,91.44,522.25,115,Apparel,1,1,0.167,0.162,0.044,4.0,72.0,,1
CUST002526,59,Female,West,48,Silver,Online,10,77.35,762.15,80,Apparel,4,1,0.1,0.202,0.042,8.0,44.0,0.17,0
CUST002527,58,Female,Northeast,35,Bronze,Omnichannel,5,22.4,100.92,122,Sports,1,1,0.2,0.091,0.026,4.0,73.0,0.058,1
CUST002528,49,Female,West,38,Silver,In-Store,10,21.01,237.03,75,Electronics,3,2,0.2,0.2,0.048,,,0.201,0
CUST002529,46,Female,Southwest,12,Gold,In-Store,14,79.28,1178.33,45,Home & Garden,4,2,0.143,0.328,0.037,11.0,28.0,0.252,0
CUST002530,49,Male,Northeast,30,Gold,Omnichannel,8,141.46,1109.13,129,Home & Garden,1,2,0.25,,,6.0,63.0,0.118,1
CUST002531,42,Female,Southeast,19,Silver,Online,6,136.64,726.94,126,Food & Beverage,2,0,0.0,0.107,0.033,4.0,80.0,0.118,1
CUST002532,41,Female,West,10,Bronze,Online,4,32.85,145.15,139,Electronics,1,1,0.25,0.123,0.013,5.0,73.0,0.068,1
CUST002533,62,Male,West,40,Silver,Online,5,41.78,207.88,117,Electronics,4,0,0.0,0.146,0.048,6.0,59.0,0.101,1
CUST002534,63,Male,Southeast,72,Silver,In-Store,6,78.84,515.17,133,Food & Beverage,2,0,0.0,0.129,0.014,4.0,58.0,,1
CUST002535,40,Female,Northeast,50,Gold,Omnichannel,12,82.85,855.03,82,Home & Garden,3,0,0.0,0.316,0.094,,,0.234,0
CUST002536,45,Female,West,32,Silver,Online,9,65.06,545.78,95,Electronics,2,0,0.0,0.179,0.022,7.0,59.0,0.155,1
CUST002537,43,Female,Southwest,30,Silver,Online,10,42.33,438.8,79,Electronics,2,2,0.2,0.229,0.091,7.0,39.0,0.185,0
CUST002538,19,Female,West,23,Silver,In-Store,4,76.15,303.5,111,Apparel,2,0,0.0,0.165,0.069,4.0,66.0,0.089,1
CUST002539,37,Female,Southwest,42,Silver,Online,9,61.24,517.28,88,Home & Garden,2,0,0.0,0.207,0.065,5.0,52.0,0.149,0
CUST002540,64,Female,Midwest,14,Silver,Online,10,62.86,572.24,76,Beauty,2,2,0.2,0.206,0.03,6.0,50.0,,0
CUST002541,31,Female,Southwest,4,Bronze,Online,2,102.03,191.93,152,Home & Garden,1,0,0.0,0.07,0.029,1.0,81.0,0.037,1
CUST002542,71,Male,West,32,Silver,In-Store,2,118.94,255.17,134,Sports,1,0,0.0,0.094,0.033,1.0,90.0,0.028,1
CUST002543,58,Male,Southwest,55,Bronze,In-Store,2,69.7,126.17,154,Home & Garden,1,0,0.0,0.074,0.03,2.0,84.0,,1
CUST002544,47,Female,Northeast,9,Silver,Online,5,67.17,345.3,103,Electronics,2,0,0.0,0.155,0.041,5.0,63.0,0.139,1
CUST002545,49,Female,West,33,Silver,In-Store,10,48.94,478.19,62,Electronics,2,0,0.0,0.252,0.062,9.0,59.0,0.214,0
CUST002546,29,Male,Northeast,7,Silver,Omnichannel,4,59.88,258.42,121,Apparel,1,0,0.0,,,,,0.111,1
CUST002547,38,Female,Northeast,62,Bronze,Online,2,92.9,169.17,136,Electronics,1,0,0.0,0.064,0.017,4.0,75.0,0.069,1
CUST002548,62,Male,Midwest,25,Silver,In-Store,4,77.17,287.39,108,Food & Beverage,1,0,0.0,0.109,0.017,3.0,68.0,0.091,1
CUST002549,33,Male,Southeast,18,Silver,In-Store,8,37.35,289.72,97,Electronics,1,0,0.0,0.183,0.071,4.0,59.0,0.113,1
CUST002550,56,Female,Northeast,33,Bronze,Omnichannel,5,35.98,161.91,126,Home & Garden,1,0,0.0,0.113,0.019,3.0,78.0,0.083,1
CUST002551,22,Male,Southwest,36,Silver,In-Store,7,35.2,243.53,145,Electronics,1,0,0.0,0.075,0.027,3.0,76.0,0.107,1
CUST002552,25,Female,West,49,Silver,In-Store,2,122.03,237.91,133,Apparel,1,0,0.0,0.071,0.029,5.0,71.0,0.103,1
CUST002553,68,Female,Southwest,50,Silver,Omnichannel,17,17.08,333.05,31,Beauty,3,2,0.118,0.321,0.092,11.0,16.0,0.289,0
CUST002554,41,Female,Southwest,1,Bronze,Online,4,21.14,86.94,145,Home & Garden,1,0,0.0,0.103,0.019,3.0,80.0,0.068,1
CUST002555,34,Male,Southeast,2,Silver,In-Store,10,35.51,309.23,88,Apparel,2,2,0.2,0.201,0.022,8.0,54.0,0.171,0
CUST002556,61,Female,Southeast,38,Gold,In-Store,14,92.54,1279.99,30,Sports,3,0,0.0,0.324,0.107,13.0,28.0,0.265,0
CUST002557,59,Female,Northeast,64,Silver,Online,12,45.28,605.06,59,Home & Garden,3,1,0.083,0.246,0.072,8.0,41.0,0.207,0
CUST002558,54,Male,Midwest,8,Bronze,Online,4,30.61,135.91,154,Electronics,1,0,0.0,0.069,0.024,3.0,86.0,,1
CUST002559,34,Male,Midwest,1,Gold,Online,14,70.0,1115.77,79,Beauty,4,1,0.071,0.295,0.128,11.0,25.0,0.245,0
CUST002560,37,Female,Midwest,8,Silver,Online,3,72.57,243.46,135,Apparel,1,0,0.0,0.048,0.012,2.0,79.0,0.045,1
